name,league,club,country,position,price,rating,base_stats,total_stats,popularity,weight,height,pace,shooting,dribling,defending,physicality,weak_foot,skills,card_type
André Filipe Tavares Gomes,Premier League,Everton,Portugal,CM,600 ,79,430,2068,28,84,188,60,69,78,77,70,4,4,Non-Rare
Philipp Max,Eredivisie (NED 1),PSV,Germany,LB,700 ,79,444,2081,146,77,177,81,67,78,75,71,3,3,Rare
Jonathan Tah,Bundesliga,Leverkusen,Germany,CB,1.5K ,79,369,1660,39,97,195,66,27,57,58,80,4,2,Rare
Ricardo Jorge da Luz Horta,Liga NOS (POR 1),SC Braga,Portugal,LW,500 ,79,412,2023,16,63,173,78,77,76,81,42,3,3,Non-Rare
Abderrazak Hamdallah,MBS Pro League (SAU 1),Al Nassr,Morocco,ST,700 ,79,405,1971,59,81,179,76,80,69,75,30,3,3,Rare
Frank Fabra,CONMEBOL Libertadores,Boca Juniors,Colombia,LB,700 ,79,448,2060,26,86,174,87,61,71,78,72,3,3,Libertadores
Alexey Miranchuk,Serie A TIM,Atalanta,Russia,CAM,700 ,79,396,1917,90,74,182,75,70,78,80,31,2,3,Rare
Darío Benedetto,Ligue 1 Conforama,OM,Argentina,ST,750 ,79,413,1994,68,80,177,77,80,67,76,38,5,3,Rare
Milton Casco,CONMEBOL Libertadores,River Plate,Argentina,LB,700 ,79,469,2228,137,69,170,88,73,75,81,71,5,3,Libertadores
Ayoze Pérez Gutiérrez,Premier League,Leicester City,Spain,RW,500 ,79,430,2075,46,72,178,78,75,71,82,58,4,4,Non-Rare
Armando Izzo,Serie A TIM,Torino,Italy,CB,2K ,79,367,1691,8,78,183,65,33,48,65,82,4,2,Non-Rare
Daniel García Carrillo,LaLiga Santander,Athletic Club,Spain,CM,900 ,79,427,2052,34,80,180,48,69,73,75,79,3,3,Rare
José Luis Morales Nogales,LaLiga Santander,Levante UD,Spain,ST,1K ,79,448,2126,335,70,180,86,78,75,83,58,4,4,Rare
João Paulo Dias Fernandes,Liga NOS (POR 1),SC Braga,Portugal,ST,1.3K ,79,410,1964,29,82,187,67,78,64,75,45,4,3,Non-Rare
Léo Dubois,Ligue 1 Conforama,OL,France,RB,700 ,79,432,2070,29,73,178,72,61,75,75,76,4,3,Non-Rare
Hamari Traoré,Ligue 1 Conforama,Rennes,Mali,RB,750 ,79,433,2032,72,71,175,82,54,72,76,73,3,3,Rare
Baptiste Santamaria,Ligue 1 Conforama,Angers SCO,France,CDM,0 ,79,422,1978,4,73,183,60,64,73,76,75,2,3,Non-Rare
Tiemoué Bakayoko,Premier League,Chelsea,France,CDM,5.3K ,79,416,1926,98,85,189,64,48,68,75,77,3,3,Rare
Joseba Zaldúa Bengoetxea,LaLiga Santander,Real Sociedad,Spain,RB,700 ,79,390,1837,16,69,176,69,34,67,66,78,3,2,Non-Rare
Jason Denayer,Ligue 1 Conforama,OL,Belgium,CB,2.1K ,79,408,1859,135,80,184,75,42,63,69,79,3,2,Rare
Munir El Haddadi,LaLiga Santander,Sevilla FC,Spain,ST,950 ,79,416,1993,50,69,175,80,78,75,82,35,3,4,Rare
Dominic Calvert-Lewin,Premier League,Everton,England,ST,700 ,79,415,1956,291,71,187,83,76,63,75,38,3,3,Rare
Julian Weigl,Liga NOS (POR 1),SL Benfica,Germany,CDM,3.6K ,79,401,1945,23,72,186,59,48,75,76,77,3,3,Non-Rare
Petros Matheus dos Santos Araujo,MBS Pro League (SAU 1),Al Nassr,Brazil,CDM,550 ,79,435,2040,15,78,182,68,67,73,76,74,3,3,Non-Rare
Jaime Mata Arnaiz,LaLiga Santander,Getafe CF,Spain,ST,500 ,79,393,1864,12,79,185,69,80,61,76,31,3,3,Non-Rare
Borja Iglesias Quintas,LaLiga Santander,Real Betis,Spain,ST,700 ,79,397,1871,65,86,187,66,78,64,74,35,3,3,Rare
Ramy Bensebaini,Bundesliga,M'gladbach,Algeria,LB,750 ,79,428,2026,40,82,186,69,57,71,74,77,3,3,Non-Rare
Joan Jordán Moreno,LaLiga Santander,Sevilla FC,Spain,CM,2.9K ,79,438,2077,-4,74,183,65,75,79,77,67,4,4,Non-Rare
Eric Bailly,Premier League,Manchester Utd,Côte d'Ivoire,CB,1K ,79,395,1847,329,77,186,74,42,58,63,79,3,3,Rare
Alexandr Golovin,Ligue 1 Conforama,AS Monaco,Russia,CM,800 ,79,449,2146,131,69,180,80,72,79,83,67,4,4,Rare
Pablo Fornals Malla,Premier League,West Ham,Spain,LM,600 ,79,438,2084,28,67,178,68,76,78,79,70,3,4,Non-Rare
Rodrigo Bentancur,Serie A TIM,Piemonte Calcio,Uruguay,CM,750 ,79,436,2085,35,78,187,72,58,79,81,73,4,4,Rare
Moussa Marega,Liga NOS (POR 1),FC Porto,Mali,ST,700 ,79,426,1950,195,83,186,89,79,62,65,41,3,3,Rare
Sander Berge,Premier League,Sheffield Utd,Norway,CDM,700 ,79,426,1986,67,96,195,68,49,74,74,76,3,3,Rare
Lorenzo Pellegrini,Serie A TIM,Roma FC,Italy,CAM,750 ,79,445,2128,27,77,186,75,71,81,77,72,3,3,Rare
Ezequiel Ávila,LaLiga Santander,CA Osasuna,Argentina,ST,700 ,79,437,2049,220,81,172,82,81,65,78,48,5,3,Rare
Kasper Dolberg,Ligue 1 Conforama,OGC Nice,Denmark,ST,450 ,79,396,1902,26,84,187,73,81,69,77,29,4,3,Non-Rare
André Miguel Valente da Silva,Bundesliga,Frankfurt,Portugal,ST,550 ,79,411,1989,62,78,184,71,79,64,79,43,3,4,Non-Rare
Milot Rashica,Bundesliga,Werder Bremen,Kosovo,CF,700 ,79,435,2060,847,73,177,88,79,74,83,46,4,4,Rare
Igor Zubeldia Elorza,LaLiga Santander,Real Sociedad,Spain,CDM,900 ,79,435,2074,12,73,181,65,67,76,72,75,3,3,Non-Rare
Álvaro Odriozola Arzalluz,LaLiga Santander,Real Madrid,Spain,RB,750 ,79,417,1979,-8,66,176,78,52,71,76,75,3,3,Non-Rare
Carlos Soler Barragán,LaLiga Santander,Valencia CF,Spain,RM,600 ,79,442,2094,42,76,180,79,74,79,78,62,4,3,Non-Rare
Jonathan Ikoné,Ligue 1 Conforama,LOSC,France,RM,800 ,79,408,1924,204,73,175,89,70,73,83,33,3,4,Rare
Édouard Mendy,Ligue 1 Conforama,Rennes,Senegal,GK,0 ,79,425,742,50,86,197,80,77,75,79,35,2,1,Non-Rare
Florian Neuhaus,Bundesliga,M'gladbach,Germany,CM,1.5K ,79,424,2015,33,74,183,67,69,76,81,64,4,3,Non-Rare
Scott McTominay,Premier League,Manchester Utd,Scotland,CDM,700 ,79,450,2123,413,88,193,68,71,75,76,76,3,3,Rare
Marcus Wendel Valle da Silva,Liga NOS (POR 1),Sporting CP,Brazil,CM,30K ,79,454,2148,108,73,180,78,75,77,80,73,3,3,Rare
Nemanja Maksimović,LaLiga Santander,Getafe CF,Serbia,CDM,800 ,79,429,2053,16,78,189,60,68,75,71,77,3,3,Non-Rare
Youcef Atal,Ligue 1 Conforama,OGC Nice,Algeria,RB,1.3K ,79,458,2131,408,66,175,91,70,72,81,72,5,4,Rare
Héctor Junior Firpo Adamés,LaLiga Santander,FC Barcelona,Spain,LB,1.1K ,79,442,2038,69,78,184,83,64,71,73,75,3,3,Non-Rare
Predrag Rajković,Ligue 1 Conforama,Stade de Reims,Serbia,GK,450 ,79,414,685,9,85,191,78,77,74,81,25,2,1,Non-Rare
Aluísio Chaves Rib. Moraes Júnior,Ukrayina Liha (UKR 1),Shakhtar Donetsk,Ukraine,ST,700 ,79,388,1805,18,74,176,79,80,57,77,27,4,3,Non-Rare
Daniel Olmo Carvajal,Bundesliga,RB Leipzig,Spain,CAM,750 ,79,415,2029,-15,68,179,68,76,77,82,50,4,4,Rare
Carlos Vinícius Alves Morais,Liga NOS (POR 1),SL Benfica,Brazil,ST,10K ,79,411,1885,61,83,190,75,80,57,75,41,3,3,Non-Rare
Baptiste Santamaria,Bundesliga,SC Freiburg,France,CDM,800 ,79,422,1978,28,73,183,60,64,73,76,75,2,3,Non-Rare
Édouard Mendy,Premier League,Chelsea,Senegal,GK,550 ,79,425,742,281,86,197,80,77,75,79,35,2,1,Non-Rare
Pervis Estupiñán,LaLiga Santander,Villarreal CF,Ecuador,LB,900 ,79,402,1846,50,73,175,83,32,66,72,74,3,2,Non-Rare
Yann M'Vila,Hellas Liga (GRE 1),Olympiacos CFP,France,CDM,600 ,79,427,2051,17,80,182,65,62,74,74,75,3,3,Non-Rare
Nicolás Otamendi,Liga NOS (POR 1),SL Benfica,Argentina,CB,700 ,79,389,1883,12,81,183,54,57,61,59,80,3,2,Non-Rare
Nicolás Otamendi,Premier League,Manchester City,Argentina,CB,0 ,79,389,1883,-13,81,183,54,57,61,59,80,3,2,CL
Nathan Aké,Premier League,Manchester City,Netherlands,CB,16K ,79,426,2027,1016,75,180,74,53,70,72,81,3,2,OTW
Carlos Vinícius Alves Morais,Premier League,Spurs,Brazil,ST,850 ,79,411,1885,104,83,190,75,80,57,75,41,3,3,non-rare
Rafael Alcântara,Ligue 1 Conforama,Paris SG,Brazil,CM,800 ,79,436,2105,51,71,174,69,76,79,83,68,4,4,Rare
Chris Smalling,Serie A TIM,Roma FC,England,CB,800 ,79,394,1796,88,81,194,68,47,58,59,81,3,2,Rare
Diego Perotti,Süper Lig (TUR 1),Fenerbahçe,Argentina,LM,700 ,79,403,1945,78,70,179,74,71,77,85,42,4,4,Rare
Sven Ulreich,Bundesliga 2 (GER 2),Hamburger SV,Germany,GK,450 ,79,422,846,65,87,192,79,71,68,84,41,2,1,non-rare
Tiemoué Bakayoko,Serie A TIM,Napoli,France,CDM,750 ,79,416,1926,99,85,189,64,48,68,75,77,3,3,Rare
Felipe Mora,Major League Soccer (MLS),Portland Timbers,Chile,ST,20K ,79,413,1935,60,72,175,86,81,63,79,33,3,3,IF
Marco Parolo,Serie A TIM,Lazio,Italy,CDM,1K ,79,435,2126,5,75,184,57,76,75,75,79,4,3,CL
José Manuel Reina Páez,Serie A TIM,Lazio,Spain,GK,1.1K ,79,439,957,6,92,188,77,79,80,78,45,3,1,CL
Rodrygo Silva de Goes,LaLiga Santander,Real Madrid,Brazil,RW,1.2K ,79,404,1969,18,64,174,87,75,70,83,32,3,4,CL
Álvaro Odriozola Arzalluz,LaLiga Santander,Real Madrid,Spain,RB,1.7K ,79,417,1979,3,66,176,78,52,71,76,75,3,3,CL
Moussa Marega,Liga NOS (POR 1),FC Porto,Mali,ST,1.1K ,79,426,1950,34,83,186,89,79,62,65,41,3,3,CL
Dan-Axel Zagadou,Bundesliga,Dortmund,France,CB,2.2K ,79,368,1662,2,90,196,59,34,61,52,81,3,2,CL
Ramy Bensebaini,Bundesliga,M'gladbach,Algeria,LB,1.4K ,79,428,2026,12,82,186,69,57,71,74,77,3,3,CL
Valentino Lazaro,Bundesliga,M'gladbach,Austria,RM,1.4K ,79,444,2098,6,76,180,82,70,76,80,69,3,4,CL
Florian Neuhaus,Bundesliga,M'gladbach,Germany,CM,4K ,79,424,2015,7,74,183,67,69,76,81,64,4,3,CL
Álvaro González Soberón,Ligue 1 Conforama,OM,Spain,CB,1.5K ,79,375,1788,-22,75,183,68,33,57,58,80,3,2,CL
Darío Benedetto,Ligue 1 Conforama,OM,Argentina,ST,1.3K ,79,413,1994,-5,80,177,77,80,67,76,38,5,3,CL
Morgan Sanson,Ligue 1 Conforama,OM,France,CM,4.9K ,79,455,2182,0,73,180,73,75,79,78,72,4,4,CL
Boubacar Kamara,Ligue 1 Conforama,OM,France,CDM,1.4K ,79,409,1936,8,68,184,69,46,71,72,77,3,3,CL
Yann M'Vila,Hellas Liga (GRE 1),Olympiacos CFP,France,CDM,1.4K ,79,427,2051,11,80,182,65,62,74,74,75,3,3,CL
Mathieu Valbuena,Hellas Liga (GRE 1),Olympiacos CFP,France,LM,850 ,79,389,1950,12,58,167,72,76,80,80,34,4,3,CL
Taras Stepanenko,Ukrayina Liha (UKR 1),Shakhtar Donetsk,Ukraine,CDM,1.3K ,79,426,2028,3,80,181,67,61,71,69,79,3,3,CL
Aluísio Chaves Rib. Moraes Júnior,Ukrayina Liha (UKR 1),Shakhtar Donetsk,Ukraine,ST,2.4K ,79,388,1805,5,74,176,79,80,57,77,27,4,3,CL
Alex Oxlade-Chamberlain,Premier League,Liverpool,England,CM,1.5K ,79,455,2149,3,70,175,80,74,78,83,67,4,4,CL
Héctor Junior Firpo Adamés,LaLiga Santander,FC Barcelona,Spain,LB,1.9K ,79,442,2038,10,78,184,83,64,71,73,75,3,3,CL
Emerson Palmieri dos Santos,Premier League,Chelsea,Italy,LB,2.5K ,79,431,2044,4,79,176,81,63,70,78,75,2,3,CL
Rafael Alcântara,LaLiga Santander,FC Barcelona,Brazil,CM,0 ,79,436,2105,2,71,174,69,76,79,83,68,4,4,CL
Édouard Mendy,Premier League,Chelsea,Senegal,GK,950 ,79,425,742,33,86,197,80,77,75,79,35,2,1,CL
Andreas Christensen,Premier League,Chelsea,Denmark,CB,1.6K ,79,382,1736,4,82,187,66,31,63,68,82,3,2,CL
Tiemoué Bakayoko,Premier League,Chelsea,France,CDM,0 ,79,416,1926,4,85,189,64,48,68,75,77,3,3,CL
Pierluigi Gollini,Serie A TIM,Atalanta,Italy,GK,1K ,79,432,918,9,94,194,81,75,69,81,47,2,1,CL
Olivier Giroud,Premier League,Chelsea,France,ST,1.4K ,79,378,1909,35,91,193,39,79,70,71,42,3,3,CL
Rodrigo Bentancur,Serie A TIM,Piemonte Calcio,Uruguay,CM,1.2K ,79,436,2085,5,78,187,72,58,79,81,73,4,4,CL
Danilo Luiz da Silva,Serie A TIM,Piemonte Calcio,Brazil,RB,1K ,79,439,2128,6,78,184,69,70,74,74,78,4,3,CL
Sven Ulreich,Bundesliga,FC Bayern,Germany,GK,0 ,79,422,846,3,87,192,79,71,68,84,41,2,1,CL
Steven Nzonzi,Ligue 1 Conforama,Rennes,France,CDM,1.2K ,79,391,1890,18,75,196,34,55,71,68,77,3,2,CL
Hamari Traoré,Ligue 1 Conforama,Rennes,Mali,RB,1.1K ,79,433,2032,8,71,175,82,54,72,76,73,3,3,CL
Vedran Corluka,League of Russia (RUS 1),Lokomotiv Moscow,Croatia,CB,1.8K ,79,394,1885,-2,84,192,54,49,65,68,80,3,3,CL
Scott McTominay,Premier League,Manchester Utd,Scotland,CDM,1K ,79,450,2123,22,88,193,68,71,75,76,76,3,3,CL
Ander Herrera,Ligue 1 Conforama,Paris SG,Spain,CM,1.5K ,79,447,2168,-2,71,182,66,72,77,79,79,4,3,CL
Chris Smalling,Premier League,Manchester Utd,England,CB,0 ,79,394,1796,6,81,194,68,47,58,59,81,3,2,CL
Leandro Paredes,Ligue 1 Conforama,Paris SG,Argentina,CM,1.4K ,79,450,2180,1,75,180,68,70,80,78,75,4,4,CL
Eric Bailly,Premier League,Manchester Utd,Côte d'Ivoire,CB,1.6K ,79,395,1847,16,77,186,74,42,58,63,79,3,3,CL
Rafael Alcântara,Ligue 1 Conforama,Paris SG,Brazil,CM,0 ,79,436,2105,2,71,174,69,76,79,83,68,4,4,CL
Víctor Machín Pérez,LaLiga Santander,Atlético de Madrid,Spain,LM,1.2K ,79,423,1987,9,79,185,77,76,76,79,41,4,3,CL
Alexey Miranchuk,Serie A TIM,Atalanta,Russia,CAM,1.2K ,79,396,1917,16,74,182,75,70,78,80,31,2,3,CL
Luis Muriel,Serie A TIM,Atalanta,Colombia,ST,1.9K ,79,412,1941,12,79,179,88,79,69,83,27,4,4,CL
Daniel Olmo Carvajal,Bundesliga,RB Leipzig,Spain,CAM,1.2K ,79,415,2029,-4,68,179,68,76,77,82,50,4,4,CL
Ruslan Malinovskyi,Serie A TIM,Atalanta,Ukraine,CM,1.3K ,79,453,2178,6,79,181,70,79,81,78,66,4,4,CL
Dayot Upamecano,Bundesliga,RB Leipzig,France,CB,1.9K ,79,405,1812,33,90,186,77,40,61,67,79,3,2,CL
Emil Forsberg,Bundesliga,RB Leipzig,Sweden,CAM,1.3K ,79,396,1919,-10,76,177,70,71,81,81,32,4,4,CL
Willi Orban,Bundesliga,RB Leipzig,Hungary,CB,1.6K ,79,353,1671,0,87,186,49,36,52,55,81,3,2,CL
Nathan Aké,Premier League,Manchester City,Netherlands,CB,2K ,79,426,2027,96,75,180,74,53,70,72,81,3,2,CL
Phil Foden,Premier League,Manchester City,England,CAM,1.3K ,79,413,1982,22,69,171,75,70,76,81,56,3,4,CL
Juan Manuel Mata García,Premier League,Manchester Utd,Spain,CAM,1.6K ,79,374,1939,13,63,170,58,72,82,82,36,3,4,CL
Munir El Haddadi,LaLiga Santander,Sevilla FC,Spain,ST,1.4K ,79,416,1993,1,69,175,80,78,75,82,35,3,4,CL
Joan Jordán Moreno,LaLiga Santander,Sevilla FC,Spain,CM,3.8K ,79,438,2077,0,74,183,65,75,79,77,67,4,4,CL
Jules Koundé,LaLiga Santander,Sevilla FC,France,CB,2.4K ,79,392,1812,48,75,178,77,34,57,70,81,3,2,CL
Nemanja Gudelj,LaLiga Santander,Sevilla FC,Serbia,CDM,1.3K ,79,441,2136,12,73,187,63,70,78,71,75,2,3,CL
Connor Goldson,Scottish Premiership (SPFL),Rangers,England,CB,20K ,79,419,1846,445,85,191,75,45,64,70,80,2,2,IF
Boulaye Dia,Ligue 1 Conforama,Stade de Reims,France,ST,18K ,79,408,1866,44,75,180,82,80,58,77,32,3,3,IF
Camilo,LIGA BBVA MX (MEX 1),Mazatlán FC,Brazil,ST,28K ,79,436,2135,57,72,169,84,80,75,83,41,4,4,IF
Goran Pandev,Serie A TIM,Genoa,FYR Macedonia,ST,15K ,79,398,2031,196,75,184,52,81,79,85,44,3,3,Hero
David Marshall,EFL Championship (ENG 2),Derby County,Scotland,GK,23K ,79,443,893,353,82,190,78,76,73,80,56,3,1,Hero
Geoffrey Kondogbia,LaLiga Santander,Atlético de Madrid,Central African Republic,CM,0 ,79,462,2175,44,80,188,69,74,75,77,79,2,4,CL
Geoffrey Kondogbia,LaLiga Santander,Atlético de Madrid,Central African Republic,CM,1.2K ,79,462,2175,288,80,188,69,74,75,77,79,2,4,Rare
Marco Mancosu,Calcio B (ITA 2),Lecce,Italy,CAM,16K ,79,425,2080,-13,77,180,72,74,79,79,48,4,3,IF
Tim Melia,Major League Soccer (MLS),Sporting KC,United States,GK,14K ,79,438,942,80,93,183,79,75,79,81,44,2,1,IF
Philip Zinckernagel,Eliteserien (NOR 1),FK Bodø/Glimt,Denmark,RW,15.5K ,79,445,2057,305,70,175,95,73,74,80,48,3,4,IF
Akihiro Ienaga,Meiji Yasuda J1 (JPN 1),Kawasaki-F,Japan,RM,19K ,79,433,2061,-26,70,173,84,76,76,80,44,4,3,IF
Rodrygo Silva de Goes,LaLiga Santander,Real Madrid,Brazil,RW,0 ,79,404,1969,-173,64,174,87,75,70,83,32,3,4,
Phil Foden,Premier League,Manchester City,England,CAM,0 ,79,413,1982,-69,69,171,75,70,76,81,56,3,4,
Paulo Díaz,CONMEBOL Libertadores,River Plate,Chile,CB,19K ,79,446,2081,328,76,178,82,56,73,72,78,3,2,MOTM
Óscar Cardozo,CONMEBOL Libertadores,Libertad,Paraguay,ST,14.25K ,79,375,1889,70,87,193,37,86,70,72,35,3,3,MOTM
Emmanuel Gigliotti,LIGA BBVA MX (MEX 1),León,Argentina,ST,14.5K ,79,426,2044,-3,81,187,63,81,70,75,52,3,3,Hero
Fraser,Premier League,Newcastle Utd,Scotland,LM,700 ,79,424,2022,194,70,163,88,72,76,82,46,4,3,Rare
Melgarejo,CONMEBOL Libertadores,Racing Club,Paraguay,RW,19.5K ,79,457,2207,28,75,177,87,79,72,83,61,3,4,IF
Caio Canedo Corrêa,United Emirates L. (UAE 1),Al Ain FC,United Arab Emirates,LM,20.25K ,79,429,2078,28,70,179,87,81,72,82,35,4,3,IF
Ryan Kent,Scottish Premiership (SPFL),Rangers,England,LF,16K ,79,416,1902,-1382,65,172,93,70,76,83,30,5,4,IF
Paul Ebere Onuachu,1A Pro League (BEL 1),KRC Genk,Nigeria,ST,12K ,79,435,1961,80,93,201,76,79,70,75,50,2,3,IF
Cyle Larin,Süper Lig (TUR 1),Beşiktaş,Canada,RM,16K ,79,412,1863,79,90,188,77,80,64,75,31,4,3,IF
Cristian Pavón,CONMEBOL Libertadores,Boca Juniors,Argentina,LW,700 ,79,443,2078,11,78,174,91,76,75,78,49,3,4,Libertadores
Carlos Acevedo,LIGA BBVA MX (MEX 1),Santos Laguna,Mexico,GK,11K ,79,422,702,33,74,184,80,78,76,81,28,3,1,IF
Borna Barišic,Scottish Premiership (SPFL),Rangers,Croatia,LB,24.25K ,79,450,2134,96,80,186,82,54,81,78,76,3,3,IF
Nahki Wells,EFL Championship (ENG 2),Bristol City,Bermuda,ST,19.75K ,79,436,2128,122,69,170,82,80,74,78,51,3,3,MOTM
Stephan El Shaarawy,Serie A TIM,Roma FC,Italy,LW,700 ,79,427,2040,259,73,178,86,77,76,78,46,3,5,Rare
Morgan Sanson,Premier League,Aston Villa,France,CM,700 ,79,455,2182,78,73,180,73,75,79,78,72,4,4,Rare
João Paulo Dias Fernandes,Liga NOS (POR 1),Sporting CP,Portugal,ST,700 ,79,410,1964,18,82,187,67,78,64,75,45,4,3,non-rare
Kenny Lala,Hellas Liga (GRE 1),Olympiacos CFP,France,RWB,700 ,79,443,2100,-111,78,178,79,63,76,76,73,3,3,Rare
Sokratis Papastathopoulos,Hellas Liga (GRE 1),Olympiacos CFP,Greece,CB,0 ,79,391,1815,17,84,186,67,53,52,60,78,2,2,CL
Kenny Lala,Hellas Liga (GRE 1),Olympiacos CFP,France,RWB,0 ,79,443,2100,-6,78,178,79,63,76,76,73,3,3,CL
Sokratis Papastathopoulos,Hellas Liga (GRE 1),Olympiacos CFP,Greece,CB,900 ,79,391,1815,26,84,186,67,53,52,60,78,2,2,non-rare
David Moberg Karlsson,Česká Liga (CZE 1),Sparta Praha,Sweden,ST,12K ,79,426,2015,82,75,177,93,76,74,81,36,3,3,IF
Aleksandar Prijovic,MBS Pro League (SAU 1),Al Ittihad,Serbia,ST,9.9K ,79,416,1961,41,88,191,72,81,63,75,42,3,3,IF
Rafinha,Hellas Liga (GRE 1),Olympiacos CFP,Brazil,RB,0 ,79,411,1995,127,67,172,74,46,74,78,74,3,3,Rare
Quaresma,Liga NOS (POR 1),V. Guimarães,Portugal,RM,0 ,79,395,1947,414,67,175,74,72,81,84,24,4,4,Rare
Jamie Maclaren,A-League (AUS 1),Melbourne City,Australia,ST,9.8K ,79,436,2124,52,76,179,86,80,70,77,43,5,3,IF
Eric Dier,Premier League,Spurs,England,CDM,750 ,78,414,1997,44,90,190,53,63,70,65,80,2,2,Rare
Bruno Guimarães Moura,Ligue 1 Conforama,OL,Brazil,CM,700 ,78,435,2081,98,78,182,69,64,77,78,74,3,3,Rare
Mateo Musacchio,Serie A TIM,Milan,Argentina,CB,1.4K ,78,392,1891,7,73,180,63,47,63,67,82,3,3,Non-Rare
Manuel Akanji,Bundesliga,Dortmund,Switzerland,CB,1.1K ,78,416,1898,133,91,187,77,46,66,71,80,3,2,Rare
Marwin Hitz,Bundesliga,Dortmund,Switzerland,GK,900 ,78,421,869,16,89,194,79,77,63,80,43,3,1,Non-Rare
Ruben Loftus-Cheek,Premier League,Chelsea,England,CM,8K ,78,433,1999,1,88,191,69,67,76,80,62,3,4,Non-Rare
Ross Barkley,Premier League,Chelsea,England,CM,9.8K ,78,432,2040,20,87,186,70,74,78,80,57,5,4,Rare
Abdou Diallo,Ligue 1 Conforama,Paris SG,France,CB,1.9K ,78,414,1935,93,79,187,75,38,71,76,78,3,3,Rare
Stefano Sensi,Serie A TIM,Inter,Italy,CM,750 ,78,420,2069,21,62,168,67,59,80,80,67,4,3,Non-Rare
Antonio Candreva,Serie A TIM,Inter,Italy,RM,13.5K ,78,432,2073,20,70,180,72,78,77,79,61,4,4,Rare
Tapsoba,Bundesliga,Leverkusen,Burkina Faso,CB,800 ,78,408,1873,155,78,192,74,52,63,63,78,3,2,Rare
Luís Manuel Arantes Maximiano,Liga NOS (POR 1),Sporting CP,Portugal,GK,450 ,78,430,852,26,82,190,79,76,65,79,55,2,1,Non-Rare
Ignacio Piatti,Primera División (ARG 1),San Lorenzo,Argentina,LW,3.4K ,78,428,2022,39,76,180,68,79,74,81,54,4,5,Rare
Ismaïla Sarr,EFL Championship (ENG 2),Watford,Senegal,RM,1K ,78,407,1873,156,76,185,94,77,68,80,22,2,4,Rare
Jonathan Rodríguez,LIGA BBVA MX (MEX 1),Cruz Azul,Uruguay,ST,700 ,78,425,1999,81,79,177,87,77,68,80,37,3,4,Rare
Rogelio Funes Mori,LIGA BBVA MX (MEX 1),Rayados,Argentina,ST,450 ,78,419,2007,14,78,186,77,77,68,74,43,4,3,Non-Rare
Ángel Mena,LIGA BBVA MX (MEX 1),León,Ecuador,RM,450 ,78,399,1922,26,71,168,81,72,73,80,44,4,4,Non-Rare
Rafael Carioca,LIGA BBVA MX (MEX 1),Tigres,Brazil,CDM,450 ,78,434,2081,10,78,181,70,66,77,75,73,3,3,Non-Rare
Celso Ortíz,LIGA BBVA MX (MEX 1),Rayados,Paraguay,CDM,550 ,78,412,1938,9,74,174,64,55,69,72,75,2,3,Non-Rare
Luis Rodríguez,LIGA BBVA MX (MEX 1),Tigres,Mexico,RB,450 ,78,444,2052,30,76,177,84,64,72,75,72,2,3,Non-Rare
Donyell Malen,Eredivisie (NED 1),PSV,Netherlands,ST,700 ,78,413,1926,337,78,179,90,77,65,81,29,3,4,Rare
Teun Koopmeiners,Eredivisie (NED 1),AZ,Netherlands,CDM,650 ,78,435,2129,26,77,183,66,69,77,71,76,2,3,Non-Rare
Calvin Stengs,Eredivisie (NED 1),AZ,Netherlands,RW,500 ,78,393,1870,26,68,187,76,68,76,82,33,3,4,Non-Rare
Lisandro Martínez,Eredivisie (NED 1),Ajax,Argentina,CDM,700 ,78,431,2059,51,70,175,69,58,72,75,78,3,3,Non-Rare
Jonas Svensson,Eredivisie (NED 1),AZ,Norway,RB,600 ,78,439,2078,21,70,170,77,60,73,75,73,3,3,Non-Rare
Fredrik Midtsjø,Eredivisie (NED 1),AZ,Norway,CM,700 ,78,441,2073,65,70,176,77,63,77,77,70,3,3,Rare
Camilo Vargas,LIGA BBVA MX (MEX 1),Atlas,Colombia,GK,400 ,78,421,950,10,77,185,77,74,69,81,44,3,1,Non-Rare
Miguel Almirón,Premier League,Newcastle Utd,Paraguay,CAM,700 ,78,428,2013,195,63,174,89,71,75,80,50,2,4,Rare
Daniel Podence,Premier League,Wolves,Portugal,LW,1.1K ,78,391,1872,216,58,165,92,60,71,85,33,4,4,Rare
Francisco Mota Castro Trincão,LaLiga Santander,FC Barcelona,Portugal,RW,850 ,78,412,1953,188,77,183,79,73,71,83,37,3,4,Non-Rare
Pablo Piatti,Major League Soccer (MLS),Toronto FC,Argentina,LM,3.1K ,78,410,1985,6,63,163,83,72,75,79,47,2,3,Non-Rare
Renato Sanches,Ligue 1 Conforama,LOSC,Portugal,CM,1K ,78,460,2190,885,70,176,79,72,76,81,71,4,4,Rare
Jonathan Bamba,Ligue 1 Conforama,LOSC,France,LM,850 ,78,412,1973,280,70,175,88,74,70,80,36,4,4,Rare
Miguel Ángel Moyá Rumbo,LaLiga Santander,Real Sociedad,Spain,GK,500 ,78,432,885,15,83,188,82,72,80,78,41,2,1,Non-Rare
Burak Yılmaz,Ligue 1 Conforama,LOSC,Turkey,ST,700 ,78,406,1944,88,77,188,80,81,65,69,34,3,3,Rare
Antonio Mirante,Serie A TIM,Roma FC,Italy,GK,450 ,78,422,908,21,79,193,79,78,65,77,44,2,1,Non-Rare
